beigšos,закончусь
beigsies,закончишься
beigsies,закончится
beigsimies,закончимся
beigsieties,закончитесь
beigsies,закончатся
beidzos,закончился
beidzies,закончился
beidzās,закончился
beidzāmies,закончились
beidzāties,закончились
beidzās,закончились
beigšos,закончусь
beigsies,закончишься
beigsies,закончится
beigsimies,закончимся
beigsieties,закончитесь
beigsies,закончатся
beidzies,закончись
beidzieties,закончитесь

